,Case Number,Date,Year,Type,Country,Sex,Age,Month,Year Month,Fatal==True
1315,1984.06.15,6/15/1984,1984,Unprovoked,SOUTH AFRICA,M,27.0,June,1984 June,False
1316,1984.00.00.b,1/1/1984,1984,Provoked,USA,M,,January,1984 January,False
1317,1983.06.20,6/20/1983,1983,Unprovoked,USA,M,21.0,June,1983 June,False
1318,1981.02.00,2/1/1981,1981,Unprovoked,BRAZIL,,,February,1981 February,False
1319,1980.03.29,3/29/1980,1980,Unprovoked,SOUTH AFRICA,M,52.0,March,1980 March,True
1320,1976.12.18,12/18/1976,1976,Unprovoked,USA,M,29.0,December,1976 December,False
1321,1976.11.06,11/1/1976,1976,Provoked,SOUTH AFRICA,,,November,1976 November,False
1322,1975.07.26.b,7/26/1975,1975,Unprovoked,USA,M,24.0,July,1975 July,False
1323,1975.04.25,4/25/1975,1975,,ITALY,M,37.0,April,1975 April,False
1324,1975.03.13,3/13/1975,1975,Provoked,AUSTRALIA,,18.0,March,1975 March,False
1325,1975.02.01,2/1/1975,1975,Provoked,SOUTH AFRICA,M,12.0,February,1975 February,False
1326,1975.00.00.a,1/1/1975,1975,Unprovoked,REUNION,M,,January,1975 January,True
1327,1973.09.14,9/14/1973,1973,Unprovoked,BAHAMAS,M,11.0,September,1973 September,False
1328,1972.09.04,9/4/1972,1972,,MOZAMBIQUE,F,20.0,September,1972 September,False
1329,1972.04.16,4/16/1972,1972,Unprovoked,WESTERN SAMOA,M,25.0,April,1972 April,True
1330,1971.12.23,12/23/1971,1971,Unprovoked,AUSTRALIA,,22.0,December,1971 December,False
1331,1971.12.16,12/16/1971,1971,Unprovoked,SOUTH AFRICA,F,16.0,December,1971 December,False
1332,1971.11.27,11/25/1971,1971,Unprovoked,HONG KONG,M,20.0,November,1971 November,False
1333,1970.01.10,1/10/1970,1970,Unprovoked,MEXICO,M,22.0,January,1970 January,False
1334,1970.00.00.e,1/1/1970,1970,Unprovoked,CROATIA,M,,January,1970 January,False
1335,1968.08.24,8/24/1968,1968,Unprovoked,USA,,,August,1968 August,False
1336,1968.05.18,5/18/1968,1968,,TANZANIA,,,May,1968 May,False
1337,1968.03.00,3/1/1968,1968,,USA,M,28.0,March,1968 March,False
1338,1967.08.27,8/27/1967,1967,Provoked,USA,M,24.0,August,1967 August,False
1339,1967.07.29,7/29/1967,1967,Unprovoked,USA,M,20.0,July,1967 July,False
1340,1967.06.13,6/13/1967,1967,Provoked,USA,M,26.0,June,1967 June,False
1341,1966.08.21.a,8/23/1966,1966,Unprovoked,NEW GUINEA,F,9.0,August,1966 August,True
1342,1966.07.14,7/14/1966,1966,Unprovoked,NEW GUINEA,F,25.0,July,1966 July,True
1343,1965.10.16.a,10/16/1965,1965,Unprovoked,BAHAMAS,F,,October,1965 October,True
1344,1965.06.18,6/18/1965,1965,,USA,M,,June,1965 June,False
1345,1965.03.23,3/23/1965,1965,,USA,M,,March,1965 March,False
1346,1965.02.04,2/4/1965,1965,Unprovoked,USA,M,18.0,February,1965 February,False
1347,1963.07.15,7/15/1963,1963,Unprovoked,USA,M,14.0,July,1963 July,False
1348,1963.06.01.b,6/1/1963,1963,Unprovoked,GREECE,F,42.0,June,1963 June,True
1349,1963.02.04,2/4/1963,1963,,USA,M,,February,1963 February,False
1350,1962.06.04,6/4/1962,1962,Provoked,USA,M,55.0,June,1962 June,False
1351,1962.02.02,2/2/1962,1962,,NEW ZEALAND,,,February,1962 February,False
1352,1962.01.07.b,1/7/1962,1962,Provoked,AUSTRALIA,,,January,1962 January,False
1353,1961.10.00.a,10/1/1961,1961,Unprovoked,USA,M,45.0,October,1961 October,True
1354,1961.08.20,8/20/1961,1961,Unprovoked,USA,M,16.0,August,1961 August,False
1355,1961.08.02,8/2/1961,1961,Unprovoked,USA,M,38.0,August,1961 August,False
1356,1961.03.07,3/7/1961,1961,Provoked,SOUTH AFRICA,M,44.0,March,1961 March,False
1357,2020.09.02.R,9/2/2020,2020,Unprovoked,USA,M,,September,2020 September,False
1358,2020.05.28,5/28/2020,2020,Unprovoked,THAILAND,M,12.0,May,2020 May,False
1359,2019.09.07,9/7/2019,2019,Unprovoked,AUSTRALIA,M,,September,2019 September,False
1360,2019.07.22,7/22/2019,2019,Unprovoked,USA,M,18.0,July,2019 July,False
1361,2019.07.09,7/9/2019,2019,Unprovoked,AUSTRALIA,M,43.0,July,2019 July,False
1362,2019.02.04.a,2/4/2019,2019,Unprovoked,AUSTRALIA,M,50.0,February,2019 February,False
1363,2019.01.10,1/10/2019,2019,,AUSTRALIA,F,,January,2019 January,False
1364,2018.11.11.b,11/11/2018,2018,Unprovoked,SOUTH AFRICA,M,41.0,November,2018 November,False
1365,2018.04.22,4/22/2018,2018,Unprovoked,SOUTH AFRICA,M,33.0,April,2018 April,False
1366,2018.04.15.c,4/15/2018,2018,Unprovoked,BRAZIL,M,34.0,April,2018 April,False
1367,2018.04.03,4/3/2018,2018,Unprovoked,SOUTH AFRICA,M,19.0,April,2018 April,False
1368,2017.11.18,11/18/2017,2017,Unprovoked,USA,F,14.0,November,2017 November,False
1369,2017.10.23.a,10/23/2017,2017,Unprovoked,USA,F,60.0,October,2017 October,False
1370,2017.09.15.b,9/15/2017,2017,,SOUTH AFRICA,M,25.0,September,2017 September,False
1371,2017.06.18.b,6/18/2017,2017,Unprovoked,USA,F,14.0,June,2017 June,False
1372,2017.02.06.b,2/6/2017,2017,Provoked,BRAZIL,F,,February,2017 February,False
1373,2016.07.26,7/26/2016,2016,Unprovoked,AUSTRALIA,M,18.0,July,2016 July,False
1374,2016.07.20,7/20/2016,2016,Provoked,AUSTRALIA,M,31.0,July,2016 July,False
1375,2016.06.04,6/4/2016,2016,Unprovoked,EGYPT,M,23.0,June,2016 June,False
1376,2016.05.00,5/1/2016,2016,Unprovoked,USA,F,33.0,May,2016 May,False
1377,2016.04.22,4/22/2016,2016,Unprovoked,SOUTH AFRICA,M,,April,2016 April,False
1378,2016.04.13,4/13/2016,2016,Unprovoked,USA,M,26.0,April,2016 April,False
1379,2015.07.22,7/22/2015,2015,Unprovoked,REUNION,M,45.0,July,2015 July,False
1380,2015.06.26.a,6/26/2015,2015,Unprovoked,USA,M,43.0,June,2015 June,False
1381,2015.05.07,5/7/2015,2015,Unprovoked,USA,M,,May,2015 May,False
1382,2015.02.09,2/9/2015,2015,Unprovoked,AUSTRALIA,M,41.0,February,2015 February,True
1383,2014.09.00,9/1/2014,2014,Unprovoked,SPAIN,M,16.0,September,2014 September,False
1384,2014.08.00,8/1/2014,2014,,NO COUNTRY REPORTED,M,,August,2014 August,False
1385,2014.05.13,5/13/2014,2014,Unprovoked,USA,F,44.0,May,2014 May,False
1386,2014.03.22.b,3/22/2014,2014,Unprovoked,SOUTH AFRICA,M,66.0,March,2014 March,True
1387,2013.12.05,12/5/2013,2013,Unprovoked,AUSTRALIA,M,26.0,December,2013 December,False
1388,2013.08.31.b,8/31/2013,2013,Unprovoked,BAHAMAS,M,,August,2013 August,False
1389,2013.08.08.R,8/8/2013,2013,Unprovoked,SOUTH AFRICA,M,,August,2013 August,False
1390,2012.10.07,10/10/2012,2012,Unprovoked,USA,M,42.0,October,2012 October,False
1391,2012.07.06,7/6/2012,2012,Unprovoked,SOUTH AFRICA,M,29.0,July,2012 July,False
1392,2012.06.02.a,6/2/2012,2012,Unprovoked,USA,M,25.0,June,2012 June,False
1393,2012.04.00,4/1/2013,2012,Unprovoked,USA,M,,April,2012 April,False
1394,2011.12.21.b,12/21/2011,2011,Provoked,USA,M,,December,2011 December,False
1395,2011.06.28,6/28/2011,2011,Unprovoked,SOUTH AFRICA,M,22.0,June,2011 June,False
1396,2011.06.06.R,6/6/2011,2011,Unprovoked,COLOMBIA,M,24.0,June,2011 June,False
1397,2011.04.26,4/26/2011,2011,Unprovoked,USA,M,32.0,April,2011 April,False
1398,2011.03.23,3/23/2011,2011,Unprovoked,AUSTRALIA,M,48.0,March,2011 March,False
1399,2011.02.02,2/2/2011,2011,Unprovoked,SOUTH AFRICA,M,37.0,February,2011 February,False
1400,2011.01.12.R,1/12/2011,2011,Unprovoked,MEXICO,M,37.0,January,2011 January,False
1401,2010.10.22,10/22/2010,2010,Unprovoked,USA,M,19.0,October,2010 October,True
1402,2010.08.17,8/17/2010,2010,Unprovoked,AUSTRALIA,M,31.0,August,2010 August,True
1403,2010.07.19,7/19/2010,2010,Unprovoked,USA,M,10.0,July,2010 July,False
1404,2010.01.09.a,1/9/2010,2010,Unprovoked,VIETNAM,M,,January,2010 January,False
1405,2010.01.06,1/6/2010,2010,Unprovoked,USA,M,32.0,January,2010 January,False
1406,2009.11.11,11/11/2009,2009,Unprovoked,USA,M,18.0,November,2009 November,False
1407,2009.03.02,3/2/2009,2009,Provoked,SOUTH AFRICA,M,40.0,March,2009 March,False
1408,2009.02.08,2/8/2009,2009,,USA,M,,February,2009 February,True
1409,2009.01.26.R,1/26/2009,2009,,BRAZIL,M,17.0,January,2009 January,False
1410,2009.01.13.R,1/13/2009,2009,Unprovoked,SOUTH AFRICA,,,January,2009 January,True
1411,2008.11.09.a,11/9/2008,2008,,TAIWAN,M,45.0,November,2008 November,True
1412,2008.10.21,10/21/2008,2008,Unprovoked,NEW CALEDONIA,M,24.0,October,2008 October,False
1413,2008.04.26.b,4/26/2008,2008,Unprovoked,NEW CALEDONIA,M,32.0,April,2008 April,False
1414,2008.04.25,4/25/2008,2008,Unprovoked,USA,M,66.0,April,2008 April,True
1415,2008.03.21,3/21/2008,2008,Unprovoked,USA,M,14.0,March,2008 March,False
1416,2008.01.30,1/1/2008,2008,Provoked,JAPAN,M,,January,2008 January,False
1417,2007.09.30.a,9/30/2007,2007,Unprovoked,NEW CALEDONIA,F,23.0,September,2007 September,True
1418,2007.09.16.b,9/16/2007,2007,Unprovoked,USA,M,56.0,September,2007 September,False
1419,2007.09.05,9/5/2007,2007,Unprovoked,USA,F,36.0,September,2007 September,False
1420,2007.06.17,6/17/2007,2007,,USA,F,9.0,June,2007 June,False
1421,2007.03.14.R,3/14/2007,2007,Provoked,USA,M,,March,2007 March,False
1422,2007.02.00,2/1/2007,2007,Unprovoked,NEW CALEDONIA,M,,February,2007 February,False
1423,2006.07.29.b,7/29/2006,2006,,USA,M,,July,2006 July,False
1424,2006.06.18,6/18/2006,2006,Unprovoked,BRAZIL,M,27.0,June,2006 June,True
1425,2005.06.22,6/22/2005,2005,Unprovoked,VANUATU,F,7.0,June,2005 June,True
1426,2005.04.09,4/9/2005,2005,,USA,M,52.0,April,2005 April,False
1427,2005.03.25,3/25/2005,2005,Unprovoked,VENEZUELA,M,,March,2005 March,False
1428,2005.03.09,3/9/2005,2005,Provoked,NEW ZEALAND,M,,March,2005 March,False
1429,2004.10.06,10/6/2004,2004,Unprovoked,REUNION,M,15.0,October,2004 October,False
1430,2004.05.22.c,5/22/2004,2004,,USA,M,9.0,May,2004 May,False
1431,2003.09.14.c,9/14/2003,2003,Unprovoked,USA,M,30.0,September,2003 September,False
1432,2003.09.14.b,9/14/2003,2003,,SOUTH AFRICA,,,September,2003 September,False
1433,2003.06.19,6/19/2003,2003,Unprovoked,USA,M,33.0,June,2003 June,False
1434,2003.04.20.a,4/20/2003,2003,Unprovoked,USA,M,18.0,April,2003 April,False
1435,2003.02.15.a,2/15/2003,2003,Unprovoked,USA,M,54.0,February,2003 February,False
1436,2002.08.07,8/7/2002,2002,Unprovoked,USA,M,15.0,August,2002 August,False
1437,2002.06.09.a,6/9/2002,2002,Unprovoked,USA,M,10.0,June,2002 June,False
1438,2002.05.31.b,5/31/2002,2002,Unprovoked,USA,M,24.0,May,2002 May,False
1439,2001.11.07,11/7/2001,2001,,AUSTRALIA,M,,November,2001 November,False
1440,2001.10.02,10/2/2001,2001,Unprovoked,AUSTRALIA,F,20.0,October,2001 October,False
1441,2001.08.19.c,8/19/2001,2001,Unprovoked,USA,M,32.0,August,2001 August,False
1442,2001.08.18.b,8/18/2001,2001,Unprovoked,USA,M,19.0,August,2001 August,False
1443,2001.04.11.a,4/11/2001,2001,Unprovoked,USA,M,,April,2001 April,False
1444,2001.04.05,4/5/2001,2001,Unprovoked,USA,M,26.0,April,2001 April,False
1445,2000.07.25,7/25/2000,2000,Unprovoked,USA,M,5.0,July,2000 July,False
1446,2000.07.00,7/1/2000,2000,Unprovoked,TANZANIA,,,July,2000 July,True
1447,2000.05.13,5/13/2000,2000,,NEW CALEDONIA,,,May,2000 May,True
1448,1999.11.06,11/6/1999,1999,Unprovoked,BRAZIL,M,39.0,November,1999 November,False
1449,1998.10.18,10/18/1998,1998,Unprovoked,SOUTH AFRICA,M,30.0,October,1998 October,False
1450,1998.05.29.a,5/29/1998,1998,Unprovoked,SOUTH AFRICA,M,16.0,May,1998 May,False
1451,1997.12.25.b,12/25/1997,1997,,USA,F,29.0,December,1997 December,False
1452,1996.10.28.b,10/28/1996,1996,Unprovoked,BRAZIL,,,October,1996 October,False
1453,1996.09.01.b,9/1/1996,1996,,USA,F,28.0,September,1996 September,False
1454,1996.06.25,6/25/1996,1996,Unprovoked,USA,F,24.0,June,1996 June,False
1455,1995.05.12,5/12/1995,1995,Unprovoked,SOUTH KOREA,F,44.0,May,1995 May,True
1456,1995.04.13,4/13/1995,1995,Unprovoked,USA,M,20.0,April,1995 April,False
1457,1995.04.09.b,4/9/1995,1995,Unprovoked,AUSTRALIA,M,,April,1995 April,False
1458,1994.11.25.a,11/25/1994,1994,Unprovoked,SOUTH AFRICA,M,,November,1994 November,False
1459,1993.08.12,8/12/1993,1993,Unprovoked,USA,M,39.0,August,1993 August,False
1460,1993.04.00,4/1/1993,1993,,AUSTRALIA,M,32.0,April,1993 April,False
1461,1992.11.11,11/11/1992,1992,Unprovoked,USA,M,40.0,November,1992 November,False
1462,1992.10.11,10/11/1992,1992,Unprovoked,BRAZIL,,,October,1992 October,False
1463,1992.08.21,8/21/1992,1992,,USA,M,,August,1992 August,False
1464,1992.07.23,7/23/1992,1992,,USA,M,,July,1992 July,False
1465,1992.00.00,1/1/1992,1992,Unprovoked,FIJI,M,33.0,January,1992 January,True
1466,1991.06.28,6/28/1991,1991,Unprovoked,HONG KONG,M,,June,1991 June,True
1467,1991.06.26,6/26/1991,1991,Unprovoked,USA,M,18.0,June,1991 June,False
1468,1990.12.26,12/26/1990,1990,,SOUTH AFRICA,M,,December,1990 December,False
1469,1990.10.12,10/12/1990,1990,Unprovoked,USA,M,19.0,October,1990 October,False
1470,1990.08.19.a,8/19/1990,1990,Unprovoked,USA,M,18.0,August,1990 August,False
1471,1989.11.12,11/12/1989,1989,,USA,M,,November,1989 November,False
1472,1989.10.29.R,10/29/1989,1989,Unprovoked,AUSTRALIA,F,31.0,October,1989 October,False
1473,1989.07.14,7/14/1989,1989,Unprovoked,USA,M,16.0,July,1989 July,False
1474,1989.02.19,2/19/1989,1989,Provoked,SOUTH AFRICA,M,,February,1989 February,False
1475,1988.11.07,11/7/1988,1988,,AUSTRALIA,M,62.0,November,1988 November,True
1476,1988.10.10,10/10/1988,1988,Unprovoked,USA,M,23.0,October,1988 October,False
1477,1988.07.17,7/17/1988,1988,Unprovoked,BAHAMAS,M,35.0,July,1988 July,False
1478,1987.04.15,4/15/1987,1987,Unprovoked,USA,M,,April,1987 April,True
1479,1986.08.03,8/3/1986,1986,Unprovoked,AUSTRALIA,F,,August,1986 August,False
1480,1983.08.13.a,8/13/1983,1983,Unprovoked,USA,F,22.0,August,1983 August,False
1481,1982.03.07,3/7/1982,1982,Unprovoked,AUSTRALIA,M,20.0,March,1982 March,True
1482,1982.02.14.b,2/14/1982,1982,Unprovoked,USA,F,,February,1982 February,False
1483,1982.02.13,2/13/1982,1982,Unprovoked,USA,F,75.0,February,1982 February,True
1484,1982.00.00.a,1/1/1982,1982,Unprovoked,TUNISIA,,,January,1982 January,False
1485,1981.08.29,8/29/1981,1981,Unprovoked,USA,M,15.0,August,1981 August,False
1486,1979.08.26,8/26/1979,1979,Unprovoked,HONG KONG,M,16.0,August,1979 August,True
1487,1978.04.02.a,4/2/1978,1978,Unprovoked,MARSHALL ISLANDS,M,23.0,April,1978 April,False
1488,1976.09.12.b,9/12/1976,1976,Unprovoked,USA,M,16.0,September,1976 September,True
1489,1976.08.24,8/24/1976,1976,Unprovoked,USA,M,19.0,August,1976 August,False
1490,1976.06.10,6/10/1976,1976,Unprovoked,USA,M,,June,1976 June,False
1491,1974.02.13.a,2/13/1974,1974,Unprovoked,SOUTH AFRICA,M,19.0,February,1974 February,False
1492,1973.11.24,11/24/1973,1973,Unprovoked,USA,M,13.0,November,1973 November,False
1493,1973.04.04,4/4/1973,1973,Unprovoked,MEXICO,M,45.0,April,1973 April,True
1494,1970.06.22,6/22/1970,1970,Provoked,USA,M,13.0,June,1970 June,False
1495,1969.11.05,11/5/1969,1969,Provoked,AUSTRALIA,M,27.0,November,1969 November,False
1496,1967.07.00,7/1/1967,1967,,USA,M,18.0,July,1967 July,False
1497,1967.04.00,4/1/1967,1967,Provoked,UNITED KINGDOM,M,60.0,April,1967 April,False
1498,1966.01.25,1/25/1966,1966,,INDONESIA,,,January,1966 January,True
1499,1966.01.14,1/14/1966,1966,,COLOMBIA,,,January,1966 January,True
1500,1966.00.00,,1966,,USA,F,15.0,,1966 nan,False
1501,1965.00.00.d,,1965,Unprovoked,RED SEA,M,,,1965 nan,False
1502,1964.02.00.a,2/1/1964,1964,Unprovoked,COSTA RICA,M,,February,1964 February,True
1503,1964.01.06.R,1/6/1964,1964,Unprovoked,NEW GUINEA,M,,January,1964 January,True
1504,1962.10.28,10/28/1962,1962,Unprovoked,SOUTH AFRICA,M,30.0,October,1962 October,False
1505,1962.09.13,9/13/1962,1962,Unprovoked,SOUTH ATLANTIC OCEAN,M,29.0,September,1962 September,True
1506,1962.07.07,7/7/1962,1962,Unprovoked,USA,M,13.0,July,1962 July,False
1507,1962.02.04,2/4/1962,1962,Unprovoked,AUSTRALIA,M,35.0,February,1962 February,False
1508,1961.11.14,11/14/1961,1961,,MEXICO,,,November,1961 November,False
1509,1961.05.21,5/21/1961,1961,Unprovoked,USA,M,20.0,May,1961 May,False
1510,1961.01.03.a,1/3/1961,1961,,SOUTH AFRICA,,,January,1961 January,False
1511,1961.01.01,1/1/1961,1961,Unprovoked,COLOMBIA,M,,January,1961 January,False
1512,2021.05.03,5/3/2021,2021,Unprovoked,USA,M,14.0,May,2021 May,False
1513,2021.02.21,2/20/2021,2021,Provoked,AUSTRALIA,M,,February,2021 February,False
1514,2021.01.02.b,1/2/2021,2021,Unprovoked,USA,M,17.0,January,2021 January,False
1515,2021.01.02,1/2/2021,2021,Unprovoked,USA,F,68.0,January,2021 January,False
1516,2020.12.30,12/30/2020,2020,Unprovoked,USA,M,,December,2020 December,False
1517,2020.08.10,8/10/2020,2020,Provoked,USA,M,55.0,August,2020 August,False
1518,2019.11.14,11/14/2019,2019,Provoked,FRENCH POLYNESIA,M,9.0,November,2019 November,False
1519,2019.10.17,10/17/2019,2019,Unprovoked,AUSTRALIA,M,17.0,October,2019 October,False
1520,2019.07.10,7/10/2019,2019,Unprovoked,SOUTH AFRICA,M,25.0,July,2019 July,False
1521,2019.03.26,3/26/2019,2019,,USA,M,74.0,March,2019 March,False
1522,2018.10.19.a,10/19/2018,2018,Unprovoked,NEW ZEALAND,M,25.0,October,2018 October,False
1523,2018.06.25,6/25/2018,2018,,USA,F,57.0,June,2018 June,False
1524,2018.05.27,5/27/2018,2018,Provoked,USA,M,52.0,May,2018 May,False
1525,2017.12.31,12/31/2017,2017,Unprovoked,USA,F,54.0,December,2017 December,False
1526,2017.07.29.a,7/29/2017,2017,Unprovoked,USA,F,12.0,July,2017 July,False
1527,2017.06.21,6/21/2017,2017,Unprovoked,USA,F,16.0,June,2017 June,False
1528,2017.04.17.a,4/17/2017,2017,Unprovoked,AUSTRALIA,F,17.0,April,2017 April,True
1529,2017.04.11,4/11/2017,2017,Unprovoked,USA,F,35.0,April,2017 April,False
1530,2016.10.02,10/2/2016,2016,Unprovoked,USA,M,21.0,October,2016 October,False
1531,2016.09.06,9/6/2016,2016,Unprovoked,NEW CALEDONIA,M,50.0,September,2016 September,True
1532,2016.07.15.b,7/15/2016,2016,Unprovoked,USA,M,61.0,July,2016 July,False
1533,2016.06.05.b,6/5/2016,2016,Unprovoked,USA,M,64.0,June,2016 June,False
1534,2016.02.12,2/12/2016,2016,Unprovoked,DOMINICAN REPUBLIC,F,,February,2016 February,False
1535,2016.02.02,2/2/2016,2016,Unprovoked,BRAZIL,M,41.0,February,2016 February,False
1536,2015.12.21.b,12/21/2015,2015,Unprovoked,AUSTRALIA,M,43.0,December,2015 December,False
1537,2015.11.15.b,11/15/2015,2015,Unprovoked,USA,F,,November,2015 November,False
1538,2015.04.26,4/26/2015,2015,Unprovoked,USA,M,63.0,April,2015 April,False
1539,2014.12.29.a,12/29/2014,2014,Unprovoked,AUSTRALIA,M,17.0,December,2014 December,True
1540,2014.06.18.a,6/18/2014,2014,Unprovoked,AUSTRALIA,M,15.0,June,2014 June,False
1541,2014.04.03,4/3/2014,2014,Unprovoked,AUSTRALIA,F,63.0,April,2014 April,True
1542,2013.12.25,12/25/2013,2013,Unprovoked,NEW CALEDONIA,M,37.0,December,2013 December,False
1543,2013.11.29,11/29/2013,2013,Unprovoked,USA,F,58.0,November,2013 November,False
1544,2013.08.17,8/17/2013,2013,Unprovoked,USA,F,,August,2013 August,False
1545,2013.07.31,7/31/2013,2013,Unprovoked,USA,F,56.0,July,2013 July,False
1546,2013.07.29.a,7/29/2013,2013,Unprovoked,USA,M,18.0,July,2013 July,False
1547,2013.07.17.R,7/17/2013,2013,Unprovoked,USA,M,15.0,July,2013 July,False
1548,2013.06.06.b,6/6/2013,2013,Provoked,USA,M,58.0,June,2013 June,False
1549,2013.05.08.b,5/8/2013,2013,,USA,M,42.0,May,2013 May,False
1550,2013.04.13.b,4/13/2013,2013,Unprovoked,USA,M,21.0,April,2013 April,False
1551,2013.04.02.R,4/2/2013,2013,,AUSTRALIA,M,24.0,April,2013 April,False
1552,2013.04.02.a,4/2/2013,2013,Unprovoked,USA,M,58.0,April,2013 April,False
1553,2013.02.21.b,2/21/2013,2013,Unprovoked,USA,,,February,2013 February,False
1554,2012.10.18.b,10/18/2012,2012,Unprovoked,USA,M,24.0,October,2012 October,False
1555,2012.08.28,8/28/2012,2012,Unprovoked,AUSTRALIA,M,34.0,August,2012 August,False
1556,2012.06.19,6/19/2012,2012,,USA,M,16.0,June,2012 June,False
1557,2012.06.15,6/15/2012,2012,Provoked,USA,M,23.0,June,2012 June,False
1558,2012.03.24,3/24/2012,2012,Unprovoked,USA,M,21.0,March,2012 March,False
1559,2012.01.15,1/15/2012,2012,Unprovoked,SOUTH AFRICA,M,25.0,January,2012 January,True
1560,2011.10.28.R,10/28/2011,2011,Unprovoked,SCOTLAND,M,26.0,October,2011 October,False
1561,2011.06.19.a,6/19/2011,2011,Unprovoked,COSTA RICA,M,15.0,June,2011 June,True
1562,2011.03.24,3/24/2011,2011,Unprovoked,MEXICO,F,,March,2011 March,False
1563,2011.01.03,1/3/2011,2011,,AUSTRALIA,,,January,2011 January,False
1564,2010.11.19,11/19/2010,2010,Provoked,USA,M,33.0,November,2010 November,False
1565,2010.10.09,10/9/2010,2010,Unprovoked,AUSTRALIA,M,22.0,October,2010 October,False
1566,2010.10.01,10/1/2010,2010,Unprovoked,SOUTH AFRICA,M,15.0,October,2010 October,False
1567,2010.08.05,8/5/2010,2010,,USA,F,,August,2010 August,False
1568,2010.02.06.a,2/6/2010,2010,Provoked,USA,M,,February,2010 February,False
1569,2010.01.22.b,1/22/2010,2010,Unprovoked,UNITED ARAB EMIRATES,M,54.0,January,2010 January,False
1570,2009.11.08,11/8/2009,2009,Unprovoked,AUSTRALIA,M,25.0,November,2009 November,False
1571,2009.08.01,8/1/2009,2009,Unprovoked,USA,M,56.0,August,2009 August,False
1572,2008.05.23,5/23/2008,2008,Unprovoked,MEXICO,M,21.0,May,2008 May,True
1573,2008.04.27,4/27/2008,2008,Unprovoked,USA,M,24.0,April,2008 April,False
1574,2007.07.21,7/21/2007,2007,,USA,M,,July,2007 July,False
1575,2007.07.05,7/5/2007,2007,Unprovoked,USA,M,18.0,July,2007 July,False
1576,2006.09.02,9/2/2006,2006,Unprovoked,SOUTH AFRICA,M,37.0,September,2006 September,False
1577,2006.05.04,5/4/2006,2006,Unprovoked,USA,F,25.0,May,2006 May,False
1578,2006.02.27,2/27/2006,2006,Unprovoked,USA,F,15.0,February,2006 February,False
1579,2005.10.03,10/3/2005,2005,Unprovoked,BAHAMAS,M,35.0,October,2005 October,False
1580,2005.03.27.R,3/27/2005,2005,Unprovoked,AUSTRALIA,M,,March,2005 March,False
1581,2004.07.02.b,7/2/2004,2004,Unprovoked,EGYPT,F,15.0,July,2004 July,False
1582,2004.07.02.a,7/2/2004,2004,Unprovoked,USA,M,7.0,July,2004 July,False
1583,2004.06.14,6/14/2004,2004,Unprovoked,USA,F,,June,2004 June,False
1584,2004.05.22.a,5/22/2004,2004,Unprovoked,BRAZIL,F,24.0,May,2004 May,False
1585,2004.03.29,3/29/2004,2004,Unprovoked,BRAZIL,M,22.0,March,2004 March,False
1586,2004.01.15.R,1/15/2004,2004,,SOUTH AFRICA,M,,January,2004 January,False
1587,2004.01.07,1/7/2004,2004,Unprovoked,SOUTH AFRICA,M,22.0,January,2004 January,False
