,Case Number,Date,Year,Type,Country,Sex,Age,Month,Year Month,Fatal==True,Median Sea Level,Case Number Count
1117,2010.05.01,5/1/2010,2010,Unprovoked,USA,F,10.0,May,2010 May,False,0.03,2
1118,2010.05.30,5/30/2010,2010,Provoked,USA,M,49.0,May,2010 May,False,0.03,2
1119,2009.11.05,11/5/2009,2009,Unprovoked,USA,M,21.0,November,2009 November,False,0.65,7
1120,2009.11.25,11/25/2009,2009,,USA,M,49.0,November,2009 November,False,0.65,7
1121,2009.11.11,11/11/2009,2009,Unprovoked,USA,M,18.0,November,2009 November,False,0.65,7
1122,2009.11.24,11/24/2009,2009,Unprovoked,USA,M,10.0,November,2009 November,False,0.65,7
1123,2009.11.16.b,11/16/2009,2009,Unprovoked,USA,M,31.0,November,2009 November,False,0.65,7
1124,2009.11.16.a,11/16/2009,2009,Unprovoked,USA,M,22.0,November,2009 November,False,0.65,7
1125,2009.11.13,11/13/2009,2009,Unprovoked,USA,F,27.0,November,2009 November,False,0.65,7
1126,2009.08.30,8/30/2009,2009,Unprovoked,USA,M,,August,2009 August,False,1.05,5
1127,2009.08.01,8/1/2009,2009,Unprovoked,USA,M,56.0,August,2009 August,False,1.05,5
1128,2009.08.25,8/25/2009,2009,Unprovoked,USA,F,22.0,August,2009 August,False,1.05,5
1129,2009.08.10,8/10/2009,2009,Unprovoked,USA,M,26.0,August,2009 August,False,1.05,5
1130,2009.08.06,8/6/2009,2009,Unprovoked,USA,M,,August,2009 August,False,1.05,5
1131,2008.01.10,1/10/2008,2008,Unprovoked,USA,M,20.0,January,2008 January,False,0.53,1
1132,2007.07.22,7/22/2007,2007,Unprovoked,USA,M,,July,2007 July,False,1.17,9
1133,2007.07.17.a,7/17/2007,2007,Unprovoked,USA,F,30.0,July,2007 July,False,1.17,9
1134,2007.07.17.b,7/17/2007,2007,,USA,F,43.0,July,2007 July,False,1.17,9
1135,2007.07.21,7/21/2007,2007,,USA,M,,July,2007 July,False,1.17,9
1136,2007.07.05,7/5/2007,2007,Unprovoked,USA,M,18.0,July,2007 July,False,1.17,9
1137,2007.07.18.b,7/18/2007,2007,Unprovoked,USA,M,14.0,July,2007 July,False,1.17,9
1138,2007.07.19.b,7/19/2007,2007,Unprovoked,USA,M,36.0,July,2007 July,False,1.17,9
1139,2007.07.28,7/28/2007,2007,Unprovoked,USA,M,20.0,July,2007 July,False,1.17,9
1140,2007.07.29,7/29/2007,2007,Unprovoked,USA,M,51.0,July,2007 July,False,1.17,9
1141,2006.11.11,11/11/2006,2006,Unprovoked,USA,M,29.0,November,2006 November,False,1.2,1
1142,2006.10.05,10/5/2006,2006,Unprovoked,USA,M,18.0,October,2006 October,False,1.22,5
1143,2006.10.16,10/16/2006,2006,Unprovoked,USA,M,15.0,October,2006 October,False,1.22,5
1144,2006.10.07,10/7/2006,2006,Unprovoked,USA,M,,October,2006 October,False,1.22,5
1145,2006.10.31,10/31/2006,2006,Unprovoked,USA,M,22.0,October,2006 October,False,1.22,5
1146,2006.10.10,10/10/2006,2006,Unprovoked,USA,M,20.0,October,2006 October,False,1.22,5
1147,2005.07.01,7/1/2005,2005,Unprovoked,USA,M,19.0,July,2005 July,False,1.54,6
1148,2005.07.15,7/15/2005,2005,Unprovoked,USA,M,22.0,July,2005 July,False,1.54,6
1149,2005.07.23,7/23/2005,2005,Unprovoked,USA,M,61.0,July,2005 July,False,1.54,6
1150,2005.07.22,7/22/2005,2005,,USA,M,25.0,July,2005 July,False,1.54,6
1151,2005.07.13,7/13/2005,2005,Unprovoked,USA,F,14.0,July,2005 July,False,1.54,6
1152,2005.07.27,7/27/2005,2005,Unprovoked,USA,F,13.0,July,2005 July,False,1.54,6
1153,2004.09.10,9/10/2004,2004,,USA,M,,September,2004 September,False,1.22,3
1154,2004.09.20,9/20/2004,2004,Unprovoked,USA,M,26.0,September,2004 September,False,1.22,3
1155,2004.09.04,9/4/2004,2004,Unprovoked,USA,F,17.0,September,2004 September,False,1.22,3
1156,2004.08.20,8/20/2004,2004,Unprovoked,USA,M,,August,2004 August,False,0.49,4
1157,2004.08.06,8/6/2004,2004,Unprovoked,USA,M,47.0,August,2004 August,False,0.49,4
1158,2004.08.29,8/29/2004,2004,Unprovoked,USA,F,38.0,August,2004 August,False,0.49,4
1159,2004.08.15,8/15/2004,2004,Unprovoked,USA,M,50.0,August,2004 August,True,0.49,4
1160,2004.06.10.a,6/10/2004,2004,Unprovoked,USA,M,8.0,June,2004 June,False,0.32,3
1161,2004.06.14,6/14/2004,2004,Unprovoked,USA,F,,June,2004 June,False,0.32,3
1162,2004.06.26.b,6/26/2004,2004,Unprovoked,USA,M,45.0,June,2004 June,False,0.32,3
1163,2003.07.20,7/20/2003,2003,Unprovoked,USA,M,18.0,July,2003 July,False,0.09,5
1164,2003.07.05.b,7/5/2003,2003,Provoked,USA,M,10.0,July,2003 July,False,0.09,5
1165,2003.07.00.c,7/1/2003,2003,Unprovoked,USA,M,,July,2003 July,False,0.09,5
1166,2003.07.15,7/15/2003,2003,Unprovoked,USA,F,15.0,July,2003 July,False,0.09,5
1167,2003.07.05.a,7/5/2003,2003,Unprovoked,USA,M,21.0,July,2003 July,False,0.09,5
1168,2002.05.13,5/13/2002,2002,Unprovoked,USA,M,31.0,May,2002 May,False,-0.81,5
1169,2002.05.31.b,5/31/2002,2002,Unprovoked,USA,M,24.0,May,2002 May,False,-0.81,5
1170,2002.05.31.a,5/31/2002,2002,Unprovoked,USA,M,16.0,May,2002 May,False,-0.81,5
1171,2002.05.22.a,5/22/2002,2002,Unprovoked,USA,M,35.0,May,2002 May,False,-0.81,5
1172,2002.05.22.b,5/22/2002,2002,Provoked,USA,M,55.0,May,2002 May,False,-0.81,5
1173,2001.05.20,5/20/2001,2001,Unprovoked,USA,M,,May,2001 May,False,-0.23,4
1174,2001.05.03,5/3/2001,2001,Unprovoked,USA,M,45.0,May,2001 May,False,-0.23,4
1175,2001.05.29,5/29/2001,2001,Unprovoked,USA,M,16.0,May,2001 May,False,-0.23,4
1176,2001.05.23,5/23/2001,2001,Unprovoked,USA,M,11.0,May,2001 May,False,-0.23,4
1177,2000.09.08.b,9/8/2000,2000,Unprovoked,USA,M,40.0,September,2000 September,False,0.07,7
1178,2000.09.11,9/11/2000,2000,Unprovoked,USA,M,25.0,September,2000 September,False,0.07,7
1179,2000.09.16.a,9/16/2000,2000,Unprovoked,USA,,,September,2000 September,False,0.07,7
1180,2000.09.15,9/15/2000,2000,Unprovoked,USA,M,49.0,September,2000 September,False,0.07,7
1181,2000.09.10.b,9/10/2000,2000,Unprovoked,USA,M,8.0,September,2000 September,False,0.07,7
1182,2000.09.29,9/29/2000,2000,Unprovoked,USA,M,,September,2000 September,False,0.07,7
1183,2000.09.12,9/12/2000,2000,Unprovoked,USA,F,26.0,September,2000 September,False,0.07,7
1184,1999.08.21,8/21/1999,1999,Unprovoked,USA,M,17.0,August,1999 August,False,0.58,5
1185,1999.08.16,8/16/1999,1999,Unprovoked,USA,M,10.0,August,1999 August,False,0.58,5
1186,1999.08.26,8/26/1999,1999,Unprovoked,USA,M,28.0,August,1999 August,False,0.58,5
1187,1999.08.24,8/24/1999,1999,Unprovoked,USA,M,,August,1999 August,False,0.58,5
1188,1999.08.05.a,8/5/1999,1999,Unprovoked,USA,M,62.0,August,1999 August,False,0.58,5
1189,1999.03.08,3/8/1999,1999,Unprovoked,USA,M,18.0,March,1999 March,False,0.96,3
1190,1999.03.18.a,3/18/1999,1999,Unprovoked,USA,F,29.0,March,1999 March,True,0.96,3
1191,1999.03.05,3/5/1999,1999,Unprovoked,USA,F,29.0,March,1999 March,False,0.96,3
1192,1998.11.05,11/5/1998,1998,Unprovoked,USA,M,32.0,November,1998 November,False,0.35,4
1193,1998.11.14,11/14/1998,1998,Unprovoked,USA,M,14.0,November,1998 November,False,0.35,4
1194,1998.11.11,11/11/1998,1998,Unprovoked,USA,M,13.0,November,1998 November,False,0.35,4
1195,1998.11.21,11/21/1998,1998,Unprovoked,USA,M,9.0,November,1998 November,True,0.35,4
1196,1998.08.30,8/30/1998,1998,Unprovoked,USA,M,26.0,August,1998 August,False,0.69,4
1197,1998.08.23.R,8/23/1998,1998,Unprovoked,USA,M,,August,1998 August,False,0.69,4
1198,1998.08.13,8/13/1998,1998,Unprovoked,USA,M,11.0,August,1998 August,False,0.69,4
1199,1998.08.26,8/26/1998,1998,Unprovoked,USA,M,16.0,August,1998 August,False,0.69,4
1200,1998.05.16.c,5/16/1998,1998,Unprovoked,USA,F,14.0,May,1998 May,False,1.89,3
1201,1998.05.16.b,5/16/1998,1998,Unprovoked,USA,M,24.0,May,1998 May,False,1.89,3
1202,1998.05.25,5/25/1998,1998,Unprovoked,USA,M,40.0,May,1998 May,False,1.89,3
1203,1996.07.20,7/20/1996,1996,Unprovoked,USA,M,9.0,July,1996 July,False,0.87,6
1204,1996.07.26,7/26/1996,1996,Unprovoked,USA,F,8.0,July,1996 July,False,0.87,6
1205,1996.07.10,7/10/1996,1996,Unprovoked,USA,M,18.0,July,1996 July,False,0.87,6
1206,1996.07.21,7/21/1996,1996,Unprovoked,USA,M,46.0,July,1996 July,False,0.87,6
1207,1996.07.14,7/14/1996,1996,Unprovoked,USA,,,July,1996 July,False,0.87,6
1208,1996.07.04.b,7/4/1996,1996,Unprovoked,USA,F,63.0,July,1996 July,False,0.87,6
1209,1994.02.13,2/13/1994,1994,Provoked,USA,M,,February,1994 February,False,0.17,2
1210,1994.02.19,2/19/1994,1994,Unprovoked,USA,M,23.0,February,1994 February,False,0.17,2
1211,1992.11.05.a,11/5/1992,1992,Unprovoked,USA,M,18.0,November,1992 November,True,0.43,7
1212,1992.11.23,11/23/1992,1992,Unprovoked,USA,M,24.0,November,1992 November,False,0.43,7
1213,1992.11.11,11/11/1992,1992,Unprovoked,USA,M,40.0,November,1992 November,False,0.43,7
1214,1992.11.05.b,11/6/1992,1992,Unprovoked,USA,M,17.0,November,1992 November,False,0.43,7
1215,1992.11.25.a,11/25/1992,1992,Unprovoked,USA,M,19.0,November,1992 November,False,0.43,7
1216,1992.11.29,11/29/1992,1992,Unprovoked,USA,M,31.0,November,1992 November,False,0.43,7
1217,1992.11.14,11/14/1992,1992,,USA,M,46.0,November,1992 November,False,0.43,7
1218,1991.08.12,8/12/1991,1991,Unprovoked,USA,F,10.0,August,1991 August,False,0.57,3
1219,1991.08.09,8/9/1991,1991,Provoked,USA,M,,August,1991 August,False,0.57,3
1220,1991.08.26,8/26/1991,1991,Unprovoked,USA,M,23.0,August,1991 August,False,0.57,3
1221,1990.02.17,2/17/1990,1990,Unprovoked,USA,M,,February,1990 February,True,-0.28,2
1222,1990.02.05,2/5/1990,1990,Unprovoked,USA,M,33.0,February,1990 February,False,-0.28,2
1223,1989.09.09.b,9/9/1989,1989,Unprovoked,USA,M,38.0,September,1989 September,False,-0.41,5
1224,1989.09.13,9/13/1989,1989,Provoked,USA,M,51.0,September,1989 September,False,-0.41,5
1225,1989.09.03,9/3/1989,1989,Provoked,USA,M,46.0,September,1989 September,False,-0.41,5
1226,1989.09.09.a,9/9/1989,1989,Unprovoked,USA,M,31.0,September,1989 September,False,-0.41,5
1227,1989.09.10,9/10/1989,1989,,USA,,,September,1989 September,False,-0.41,5
1228,1989.01.20.b,1/20/1989,1989,Unprovoked,USA,M,10.0,January,1989 January,False,-1.21,5
1229,1989.00.00.a,1/1/1989,1989,Unprovoked,USA,M,,January,1989 January,False,-1.21,5
1230,1989.01.26.a,1/26/1989,1989,Unprovoked,USA,F,24.0,January,1989 January,True,-1.21,5
1231,1989.01.26.b,1/26/1989,1989,,USA,M,24.0,January,1989 January,False,-1.21,5
1232,1989.01.08,1/8/1989,1989,Unprovoked,USA,M,,January,1989 January,True,-1.21,5
1233,1987.11.21,11/21/1987,1987,Unprovoked,USA,M,15.0,November,1987 November,False,-0.34,1
1234,1984.07.01,7/1/1984,1984,Unprovoked,USA,M,30.0,July,1984 July,False,0.56,3
1235,1984.07.24.b,7/24/1984,1984,Unprovoked,USA,F,13.0,July,1984 July,False,0.56,3
1236,1984.07.24.a,7/24/1984,1984,Unprovoked,USA,F,18.0,July,1984 July,False,0.56,3
1237,1982.02.14.a,2/14/1982,1982,Unprovoked,USA,F,,February,1982 February,False,-0.14,6
1238,1982.02.14.b,2/14/1982,1982,Unprovoked,USA,F,,February,1982 February,False,-0.14,6
1239,1982.02.13,2/13/1982,1982,Unprovoked,USA,F,75.0,February,1982 February,True,-0.14,6
1240,1982.02.27,2/27/1982,1982,Unprovoked,USA,M,18.0,February,1982 February,False,-0.14,6
1241,1982.02.07.a,2/7/1982,1982,Unprovoked,USA,M,,February,1982 February,False,-0.14,6
1242,1982.02.07..b,2/7/1982,1982,Unprovoked,USA,M,29.0,February,1982 February,True,-0.14,6
1243,1981.07.07,7/7/1981,1981,Unprovoked,USA,M,,July,1981 July,False,-0.14,2
1244,1981.07.20,7/20/1981,1981,Unprovoked,USA,F,16.0,July,1981 July,False,-0.14,2
1245,1974.06.20,6/20/1974,1974,Unprovoked,USA,F,61.0,June,1974 June,False,0.79,1
1246,1972.03.16,3/16/1972,1972,Unprovoked,USA,M,,March,1972 March,False,0.45,1
1247,1971.00.00.f,1/1/1971,1971,Unprovoked,USA,M,,January,1971 January,False,-0.3,1
1248,1969.07.20,7/20/1969,1969,Unprovoked,USA,M,,July,1969 July,False,0.08,2
1249,1969.07.22,7/22/1969,1969,Provoked,USA,M,13.0,July,1969 July,False,0.08,2
1250,1968.06.09,6/9/1968,1968,Unprovoked,USA,M,17.0,June,1968 June,False,-0.41,1
1251,1966.07.19,7/19/1966,1966,Provoked,USA,M,34.0,July,1966 July,False,-0.6,4
1252,1966.07.03,7/3/1966,1966,,USA,M,46.0,July,1966 July,False,-0.6,4
1253,1966.07.17.b,7/17/1966,1966,Unprovoked,USA,M,14.0,July,1966 July,False,-0.6,4
1254,1966.07.31,7/31/1966,1966,Unprovoked,USA,M,16.0,July,1966 July,False,-0.6,4
1255,1965.00.00.f,1/1/1965,1965,Provoked,USA,M,15.0,January,1965 January,False,-0.2,2
1256,1965.01.25,1/25/1965,1965,,USA,M,21.0,January,1965 January,False,-0.2,2
1257,1964.11.05,11/5/1964,1964,,USA,,,November,1964 November,False,-0.89,1
1258,1964.02.00.b,2/1/1964,1964,Unprovoked,USA,M,12.0,February,1964 February,False,-1.42,1
1259,1961.08.16,8/16/1961,1961,Unprovoked,USA,M,19.0,August,1961 August,False,-0.55,3
1260,1961.08.20,8/20/1961,1961,Unprovoked,USA,M,16.0,August,1961 August,False,-0.55,3
1261,1961.08.02,8/2/1961,1961,Unprovoked,USA,M,38.0,August,1961 August,False,-0.55,3
1262,1961.05.21,5/21/1961,1961,Unprovoked,USA,M,20.0,May,1961 May,False,-0.39,2
1263,1961.05.15,5/15/1961,1961,Unprovoked,USA,M,52.0,May,1961 May,False,-0.39,2
1264,2020.10.21,10/21/2020,2020,,USA,M,,October,2020 October,False,1.64,4
1265,2020.10.29,10/29/2020,2020,Unprovoked,USA,M,,October,2020 October,False,1.64,4
1266,2020.10.31,10/31/2020,2020,Unprovoked,USA,M,17.0,October,2020 October,False,1.64,4
1267,2020.10.07,10/7/2020,2020,Unprovoked,USA,M,31.0,October,2020 October,False,1.64,4
1268,2020.06.20.b,6/20/2020,2020,Unprovoked,USA,M,16.0,June,2020 June,False,1.92,4
1269,2020.06.01,6/1/2020,2020,Unprovoked,USA,M,,June,2020 June,False,1.92,4
1270,2020.06.04,6/4/2020,2020,,USA,M,12.0,June,2020 June,False,1.92,4
1271,2020.06.22,6/22/2020,2020,Unprovoked,USA,M,7.0,June,2020 June,False,1.92,4
1272,2019.11.12,11/12/2019,2019,Unprovoked,USA,M,30.0,November,2019 November,False,2.02,3
1273,2019.11.06,11/6/2019,2019,Unprovoked,USA,F,,November,2019 November,False,2.02,3
1274,2019.11.30.b,11/30/2019,2019,Unprovoked,USA,M,9.0,November,2019 November,False,2.02,3
1275,2019.03.26,3/26/2019,2019,,USA,M,74.0,March,2019 March,False,1.11,5
1276,2019.03.22,3/22/2019,2019,Unprovoked,USA,M,46.0,March,2019 March,False,1.11,5
1277,2019.03.16,3/16/2019,2019,Unprovoked,USA,M,58.0,March,2019 March,False,1.11,5
1278,2019.03.12,3/12/2019,2019,Unprovoked,USA,M,11.0,March,2019 March,False,1.11,5
1279,2019.03.05.b,3/5/2019,2019,Unprovoked,USA,M,,March,2019 March,False,1.11,5
1280,2018.06.18.b,6/18/2018,2018,Provoked,USA,M,,June,2018 June,False,1.94,4
1281,2018.06.09,6/9/2018,2018,,USA,M,48.0,June,2018 June,False,1.94,4
1282,2018.06.25,6/25/2018,2018,,USA,F,57.0,June,2018 June,False,1.94,4
1283,2018.06.18.a,6/18/2018,2018,Unprovoked,USA,F,11.0,June,2018 June,False,1.94,4
1284,2018.04.28.c,4/28/2018,2018,Provoked,USA,M,,April,2018 April,False,1.07,2
1285,2018.04.19,4/19/2018,2018,Unprovoked,USA,M,29.0,April,2018 April,False,1.07,2
1286,2015.01.19.b,1/19/2015,2015,,USA,M,,January,2015 January,False,0.71,4
1287,2015.01.27,1/27/2015,2015,Provoked,USA,M,20.0,January,2015 January,False,0.71,4
1288,2015.01.01,1/1/2015,2015,Unprovoked,USA,M,12.0,January,2015 January,False,0.71,4
1289,2015.01.08,1/8/2015,2015,,USA,M,38.0,January,2015 January,False,0.71,4
1290,2012.11.30,11/30/2012,2012,Unprovoked,USA,M,61.0,November,2012 November,False,1.09,4
1291,2012.11.04.a,11/4/2012,2012,Unprovoked,USA,M,43.0,November,2012 November,False,1.09,4
1292,2012.11.19,11/19/2012,2012,Unprovoked,USA,M,14.0,November,2012 November,False,1.09,4
1293,2012.11.04.b,11/4/2012,2012,Unprovoked,USA,M,30.0,November,2012 November,False,1.09,4
1294,2010.09.04,9/4/2010,2010,Unprovoked,USA,M,,September,2010 September,False,-0.07,6
1295,2010.09.03.b,9/3/2010,2010,Unprovoked,USA,M,24.0,September,2010 September,False,-0.07,6
1296,2010.09.07,9/7/2010,2010,Unprovoked,USA,M,27.0,September,2010 September,False,-0.07,6
1297,2010.09.27,9/27/2010,2010,Unprovoked,USA,M,29.0,September,2010 September,False,-0.07,6
1298,2010.09.24,9/24/2010,2010,Unprovoked,USA,M,18.0,September,2010 September,False,-0.07,6
1299,2010.09.03.a,9/3/2010,2010,Unprovoked,USA,M,24.0,September,2010 September,False,-0.07,6
1300,2005.12.21,12/21/2005,2005,Unprovoked,USA,M,29.0,December,2005 December,False,0.34,2
1301,2005.12.24,12/24/2005,2005,Unprovoked,USA,M,30.0,December,2005 December,False,0.34,2
1302,2005.02.16,2/16/2005,2005,Unprovoked,USA,M,,February,2005 February,False,0.13,3
1303,2005.02.13,2/13/2005,2005,Unprovoked,USA,M,,February,2005 February,False,0.13,3
1304,2005.02.22,2/22/2005,2005,Provoked,USA,M,,February,2005 February,False,0.13,3
1305,2002.11.17,11/17/2002,2002,Unprovoked,USA,F,34.0,November,2002 November,False,0.06,4
1306,2002.11.28.a,11/28/2002,2002,Unprovoked,USA,M,48.0,November,2002 November,False,0.06,4
1307,2002.11.02,11/2/2002,2002,Unprovoked,USA,M,16.0,November,2002 November,False,0.06,4
1308,2002.11.11,11/11/2002,2002,Unprovoked,USA,M,21.0,November,2002 November,False,0.06,4
1309,2002.04.02,4/2/2002,2002,Unprovoked,USA,M,41.0,April,2002 April,False,-0.69,4
1310,2002.04.20,4/20/2002,2002,Unprovoked,USA,M,34.0,April,2002 April,False,-0.69,4
1311,2002.04.01,4/1/2002,2002,Unprovoked,USA,M,29.0,April,2002 April,False,-0.69,4
1312,2002.04.18,4/18/2002,2002,Unprovoked,USA,M,28.0,April,2002 April,False,-0.69,4
1313,2002.01.01.a,1/1/2002,2002,Unprovoked,USA,M,35.0,January,2002 January,False,-0.22,1
1314,2001.09.24,9/24/2001,2001,Provoked,USA,M,21.0,September,2001 September,False,0.07,12
1315,2001.09.03.a,9/3/2001,2001,Unprovoked,USA,F,23.0,September,2001 September,False,0.07,12
1316,2001.09.07.a,9/7/2001,2001,,USA,F,,September,2001 September,False,0.07,12
1317,2001.09.03.b,9/3/2001,2001,Unprovoked,USA,M,28.0,September,2001 September,True,0.07,12
1318,2001.09.18,9/18/2001,2001,Unprovoked,USA,M,14.0,September,2001 September,False,0.07,12
1319,2001.09.15.b,9/15/2001,2001,Unprovoked,USA,M,6.5,September,2001 September,False,0.07,12
1320,2001.09.08,9/8/2001,2001,Provoked,USA,M,44.0,September,2001 September,False,0.07,12
1321,2001.09.01,9/1/2001,2001,Unprovoked,USA,M,10.0,September,2001 September,True,0.07,12
1322,2001.09.07.b,9/7/2001,2001,Unprovoked,USA,M,13.0,September,2001 September,False,0.07,12
1323,2001.09.16,9/16/2001,2001,,USA,M,42.0,September,2001 September,True,0.07,12
1324,2001.09.02,9/2/2001,2001,Unprovoked,USA,M,20.0,September,2001 September,False,0.07,12
1325,2001.09.15.a,9/15/2001,2001,Unprovoked,USA,M,16.0,September,2001 September,False,0.07,12
1326,2001.06.03,6/3/2001,2001,Unprovoked,USA,F,29.0,June,2001 June,False,-1.19,3
1327,2001.06.12,6/12/2001,2001,Unprovoked,USA,M,14.0,June,2001 June,False,-1.19,3
1328,2001.06.10,6/10/2001,2001,Provoked,USA,M,52.0,June,2001 June,False,-1.19,3
1329,1999.12.14,12/14/1999,1999,,USA,M,,December,1999 December,False,-0.48,2
1330,1999.12.02,12/2/1999,1999,Unprovoked,USA,M,35.0,December,1999 December,False,-0.48,2
1331,1998.07.25,7/25/1998,1998,Unprovoked,USA,M,13.0,July,1998 July,False,0.95,1
1332,1998.04.21,4/21/1998,1998,Unprovoked,USA,M,50.0,April,1998 April,False,1.76,2
1333,1998.04.17,4/17/1998,1998,Provoked,USA,M,16.0,April,1998 April,False,1.76,2
1334,1996.10.05.,10/5/1996,1996,Unprovoked,USA,M,22.0,October,1996 October,False,0.55,3
1335,1996.10.03.a,10/3/1996,1996,Unprovoked,USA,M,31.0,October,1996 October,False,0.55,3
1336,1996.10.03.b,10/3/1996,1996,Unprovoked,USA,M,21.0,October,1996 October,False,0.55,3
1337,1996.09.01.b,9/1/1996,1996,,USA,F,28.0,September,1996 September,False,0.63,5
1338,1996.09.02.b,9/2/1996,1996,Unprovoked,USA,M,5.0,September,1996 September,False,0.63,5
1339,1996.09.02.a,9/2/1996,1996,Unprovoked,USA,M,28.0,September,1996 September,False,0.63,5
1340,1996.09.06.a,9/6/1996,1996,Unprovoked,USA,M,19.0,September,1996 September,False,0.63,5
1341,1996.09.18,9/18/1996,1996,Unprovoked,USA,M,14.0,September,1996 September,False,0.63,5
1342,1994.12.09.a,12/9/1994,1994,Unprovoked,USA,M,42.0,December,1994 December,True,0.99,2
1343,1994.12.18,12/18/1994,1994,Unprovoked,USA,,,December,1994 December,False,0.99,2
1344,1988.01.14,1/14/1988,1988,Provoked,USA,M,,January,1988 January,False,-0.37,1
1345,1983.12.25,12/25/1983,1983,Unprovoked,USA,M,17.0,December,1983 December,False,-0.01,1
1346,1983.07.12.b,7/12/1983,1983,Unprovoked,USA,F,39.0,July,1983 July,False,1.75,2
1347,1983.07.05,7/5/1983,1983,Unprovoked,USA,M,17.0,July,1983 July,False,1.75,2
1348,1983.04.19,4/19/1983,1983,Unprovoked,USA,M,,April,1983 April,False,1.11,2
1349,1983.04.02.b,4/2/1983,1983,Unprovoked,USA,M,16.0,April,1983 April,False,1.11,2
1350,1982.09.25,9/25/1982,1982,Unprovoked,USA,M,36.0,September,1982 September,False,-0.04,4
1351,1982.09.04,9/4/1982,1982,,USA,M,25.0,September,1982 September,False,-0.04,4
1352,1982.09.27,9/27/1982,1982,Unprovoked,USA,M,20.0,September,1982 September,False,-0.04,4
1353,1982.09.19,9/19/1982,1982,Unprovoked,USA,M,28.0,September,1982 September,False,-0.04,4
1354,1982.06.25,6/25/1982,1982,Unprovoked,USA,F,8.0,June,1982 June,False,0.71,3
1355,1982.06.13,6/13/1982,1982,Unprovoked,USA,M,,June,1982 June,False,0.71,3
1356,1982.06.26.b,6/26/1982,1982,Unprovoked,USA,M,20.0,June,1982 June,False,0.71,3
1357,1975.03.16,3/16/1975,1975,Unprovoked,USA,M,14.0,March,1975 March,False,0.33,1
1358,1974.09.14,9/14/1974,1974,Unprovoked,USA,M,29.0,September,1974 September,False,-0.05,5
1359,1974.09.02.a,9/2/1974,1974,Unprovoked,USA,M,48.0,September,1974 September,False,-0.05,5
1360,1974.09.00,9/1/1974,1974,Unprovoked,USA,M,24.0,September,1974 September,False,-0.05,5
1361,1974.09.28,9/28/1974,1974,Unprovoked,USA,M,17.0,September,1974 September,False,-0.05,5
1362,1974.09.02.b,9/2/1974,1974,Unprovoked,USA,M,41.0,September,1974 September,False,-0.05,5
1363,1973.11.24,11/24/1973,1973,Unprovoked,USA,M,13.0,November,1973 November,False,0.16,1
1364,1972.05.28,5/28/1972,1972,Unprovoked,USA,M,32.0,May,1972 May,False,1.31,1
1365,1970.03.23,3/23/1970,1970,Unprovoked,USA,M,19.0,March,1970 March,False,-0.08,2
1366,1970.03.31,3/31/1970,1970,,USA,M,,March,1970 March,False,-0.08,2
1367,1969.10.14,10/14/1969,1969,Unprovoked,USA,M,,October,1969 October,False,0.48,1
1368,1964.10.25,10/25/1964,1964,,USA,,,October,1964 October,False,-0.88,1
1369,2003.12.26,12/26/2003,2003,,USA,M,28.0,December,2003 December,False,1.52,2
1370,2003.12.13.b,12/13/2003,2003,Unprovoked,USA,M,13.0,December,2003 December,False,1.52,2
1371,1999.10.20,10/20/1999,1999,Unprovoked,USA,M,,October,1999 October,False,-0.71,4
1372,1999.10.30.b,10/30/1999,1999,Unprovoked,USA,M,45.0,October,1999 October,False,-0.71,4
1373,1999.10.30.a,10/30/1999,1999,Unprovoked,USA,M,13.0,October,1999 October,False,-0.71,4
1374,1999.10.01,10/1/1999,1999,Unprovoked,USA,M,16.0,October,1999 October,False,-0.71,4
1375,1999.04.01,4/1/1999,1999,Unprovoked,USA,M,14.0,April,1999 April,False,0.12,1
1376,1999.00.00.a,1/1/1999,1999,,USA,M,,January,1999 January,False,-0.25,1
1377,1996.05.18,5/18/1996,1996,Unprovoked,USA,M,22.0,May,1996 May,False,0.7,2
1378,1996.05.07,5/7/1996,1996,Unprovoked,USA,M,27.0,May,1996 May,False,0.7,2
1379,1994.07.08.a,7/8/1994,1994,Unprovoked,USA,M,15.0,July,1994 July,False,0.15,1
1380,1994.04.03,4/3/1994,1994,Unprovoked,USA,M,71.0,April,1994 April,False,-0.19,2
1381,1994.04.16,4/16/1994,1994,,USA,F,25.0,April,1994 April,False,-0.19,2
1382,1993.03.12,3/12/1993,1993,Unprovoked,USA,M,55.0,March,1993 March,False,0.33,3
1383,1993.03.14,3/14/1993,1993,Unprovoked,USA,M,35.0,March,1993 March,False,0.33,3
1384,1993.03.22,3/22/1993,1993,Unprovoked,USA,M,25.0,March,1993 March,False,0.33,3
1385,1993.00.00.a,1/1/1993,1993,Unprovoked,USA,,,January,1993 January,False,0.54,2
1386,1993.01.02,1/2/1993,1993,Unprovoked,USA,M,29.0,January,1993 January,False,0.54,2
1387,1992.08.18,8/18/1992,1992,Unprovoked,USA,M,22.0,August,1992 August,False,0.23,4
1388,1992.08.21,8/21/1992,1992,,USA,M,,August,1992 August,False,0.23,4
1389,1992.08.00,8/1/1992,1992,,USA,M,,August,1992 August,False,0.23,4
1390,1992.08.17,8/17/1992,1992,Provoked,USA,M,26.0,August,1992 August,False,0.23,4
1391,1992.05.31,5/31/1992,1992,,USA,M,45.0,May,1992 May,False,0.4,1
1392,1990.09.08,9/8/1990,1990,Unprovoked,USA,M,49.0,September,1990 September,False,-0.28,2
